year,month,date_of_month,day_of_week,births
1975,5,18,7,7269
1975,5,19,1,8828
1975,5,20,2,9554
1975,5,21,3,9043
1975,5,22,4,9120
1975,5,23,5,9133
1975,5,24,6,7806
1975,5,25,7,7512
1975,5,26,1,7532
1975,5,27,2,8792
1975,5,28,3,8912
1975,5,29,4,8982
1975,5,30,5,9000
1975,5,31,6,7619
1975,6,1,7,7244
1975,6,2,1,8555
1975,6,3,2,8996
1975,6,4,3,8742
1975,6,5,4,8783
1975,6,6,5,9112
1975,6,7,6,7642
1975,6,8,7,7149
1975,6,9,1,8623
1975,6,10,2,8997
1975,6,11,3,8844
1975,6,12,4,8954
1975,6,13,5,8763
1975,6,14,6,7991
1975,6,15,7,7271
1975,6,16,1,8681
1975,6,17,2,9212
1975,6,18,3,9050
1975,6,19,4,9115
1975,6,20,5,9039
1975,6,21,6,7959
1975,6,22,7,7413
1975,6,23,1,9159
1975,6,24,2,9400
1975,6,25,3,9114
1975,6,26,4,9024
1975,6,27,5,8955
1975,6,28,6,8129
1975,6,29,7,7413
1975,6,30,1,9051
1975,7,1,2,9512
1975,7,2,3,9340
1975,7,3,4,9393
1975,7,4,5,7917
1975,7,5,6,7988
1975,7,6,7,7714
1975,7,7,1,9474
1975,7,8,2,10078
1975,7,9,3,9417
1975,7,10,4,9224
1975,7,11,5,9451
1975,7,12,6,7853
1975,7,13,7,7399
1975,7,14,1,9295
1975,7,15,2,9624
1975,7,16,3,9370
1975,7,17,4,9486
1975,7,18,5,9468
1975,7,19,6,8370
1975,7,20,7,7815
1975,7,21,1,9519
1975,7,22,2,9965
1975,7,23,3,9751
1975,7,24,4,9498
1975,7,25,5,9495
1975,7,26,6,8132
1975,7,27,7,7952
1975,7,28,1,9373
1975,7,29,2,9872
1975,7,30,3,9389
1975,7,31,4,9460
1975,8,1,5,9708
1975,8,2,6,8578
1975,8,3,7,8075
1975,8,4,1,9590
1975,8,5,2,9617
1975,8,6,3,9653
1975,8,7,4,9266
1975,8,8,5,9253
1975,8,9,6,8016
1975,8,10,7,7686
1975,8,11,1,9395
1975,8,12,2,9824
1975,8,13,3,9493
1975,8,14,4,9568
1975,8,15,5,9643
1975,8,16,6,8505
1975,8,17,7,8045
1975,8,18,1,9115
1975,8,19,2,9524
1975,8,20,3,9480
1975,8,21,4,9278
1975,8,22,5,9443
1975,8,23,6,8365
1975,8,24,7,7982
1975,8,25,1,9414
1975,8,26,2,9907
1975,8,27,3,9457
1975,8,28,4,9371
1975,8,29,5,9587
1975,8,30,6,8281
1975,8,31,7,7660
1975,9,1,1,7804
1975,9,2,2,9425
1975,9,3,3,9529
1975,9,4,4,9313
1975,9,5,5,9525
1975,9,6,6,8466
1975,9,7,7,7982
1975,9,8,1,9253
1975,9,9,2,9662
1975,9,10,3,9265
1975,9,11,4,9342
1975,9,12,5,10013
1975,9,13,6,8310
1975,9,14,7,7745
1975,9,15,1,9382
1975,9,16,2,9813
1975,9,17,3,9591
1975,9,18,4,9743
1975,9,19,5,9910
1975,9,20,6,8541
1975,9,21,7,8217
1975,9,22,1,9570
1975,9,23,2,9933
1975,9,24,3,9579
1975,9,25,4,9430
1975,9,26,5,9579
1975,9,27,6,8632
1975,9,28,7,7971
1975,9,29,1,9396
1975,9,30,2,9665
1975,10,1,3,9732
1975,10,2,4,9435
1975,10,3,5,9286
1975,10,4,6,8310
1975,10,5,7,7965
1975,10,6,1,9181
1975,10,7,2,9464
1975,10,8,3,9252
1975,10,9,4,9229
1975,10,10,5,9212
1975,10,11,6,7985
1975,10,12,7,7601
1975,10,13,1,8897
1975,10,14,2,9209
1975,10,15,3,9234
1975,10,16,4,8725
1975,10,17,5,8983
1975,10,18,6,7719
1975,10,19,7,7334
1975,10,20,1,8604
1975,10,21,2,8919
1975,10,22,3,8572
1975,10,23,4,8633
1975,10,24,5,8886
1975,10,25,6,7697
1975,10,26,7,7442
1975,10,27,1,8597
1975,10,28,2,8761
1975,10,29,3,8713
1975,10,30,4,8527
1975,10,31,5,8548
1975,11,1,6,7716
1975,11,2,7,7222
1975,11,3,1,8811
1975,11,4,2,9002
1975,11,5,3,8614
1975,11,6,4,8813
1975,11,7,5,8913
1975,11,8,6,7924
1975,11,9,7,7522
1975,11,10,1,8932
1975,11,11,2,8926
1975,11,12,3,8518
1975,11,13,4,8822
1975,11,14,5,8996
1975,11,15,6,7596
1975,11,16,7,7302
1975,11,17,1,8560
1975,11,18,2,8796
1975,11,19,3,8935
1975,11,20,4,8535
1975,11,21,5,9049
1975,11,22,6,7763
1975,11,23,7,7392
1975,11,24,1,8873
1975,11,25,2,9475
1975,11,26,3,8910
1975,11,27,4,7356
1975,11,28,5,8394
1975,11,29,6,7566
1975,11,30,7,7497
1975,12,1,1,8834
1975,12,2,2,9102
1975,12,3,3,8813
1975,12,4,4,8671
1975,12,5,5,8856
1975,12,6,6,7733
1975,12,7,7,7428
1975,12,8,1,8911
1975,12,9,2,9024
1975,12,10,3,8958
1975,12,11,4,8778
1975,12,12,5,9024
1975,12,13,6,7865
1975,12,14,7,7528
1975,12,15,1,9070
1975,12,16,2,9556
1975,12,17,3,9212
1975,12,18,4,9368
1975,12,19,5,9328
1975,12,20,6,7912
1975,12,21,7,7348
1975,12,22,1,8585
1975,12,23,2,8767
1975,12,24,3,7737
1975,12,25,4,7145
1975,12,26,5,8598
1975,12,27,6,7950
1975,12,28,7,7328
1975,12,29,1,9397
1975,12,30,2,10144
1975,12,31,3,9578
1976,1,1,4,7302
1976,1,2,5,7994
1976,1,3,6,7458
1976,1,4,7,7251
1976,1,5,1,8252
1976,1,6,2,8945
1976,1,7,3,8611
1976,1,8,4,8417
1976,1,9,5,8585
1976,1,10,6,7634
1976,1,11,7,7236
1976,1,12,1,8708
1976,1,13,2,9048
1976,1,14,3,8951
1976,1,15,4,8736
1976,1,16,5,8847
1976,1,17,6,7969
1976,1,18,7,7148
1976,1,19,1,8893
1976,1,20,2,9002
1976,1,21,3,8639
1976,1,22,4,8893
1976,1,23,5,8771
1976,1,24,6,7866
1976,1,25,7,7519
1976,1,26,1,8550
1976,1,27,2,8877
1976,1,28,3,8659
1976,1,29,4,8699
1976,1,30,5,8792
1976,1,31,6,7702
1976,2,1,7,7472
1976,2,2,1,8858
1976,2,3,2,8846
1976,2,4,3,8766
1976,2,5,4,8674
1976,2,6,5,8817
1976,2,7,6,7684
1976,2,8,7,7356
1976,2,9,1,8541
1976,2,10,2,9222
1976,2,11,3,8707
1976,2,12,4,8779
1976,2,13,5,8666
1976,2,14,6,7855
1976,2,15,7,7330
1976,2,16,1,8576
1976,2,17,2,9072
1976,2,18,3,8826
1976,2,19,4,8599
1976,2,20,5,8845
1976,2,21,6,7752
1976,2,22,7,7337
1976,2,23,1,8687
1976,2,24,2,8734
1976,2,25,3,8572
1976,2,26,4,8714
1976,2,27,5,8742
1976,2,28,6,7932
1976,2,29,7,7559
1976,3,1,1,8859
1976,3,2,2,9039
1976,3,3,3,8849
1976,3,4,4,8617
1976,3,5,5,8705
1976,3,6,6,7560
1976,3,7,7,7252
1976,3,8,1,8429
1976,3,9,2,8712
1976,3,10,3,8554
1976,3,11,4,8561
1976,3,12,5,8654
1976,3,13,6,7674
1976,3,14,7,7134
1976,3,15,1,8467
1976,3,16,2,8636
1976,3,17,3,8681
1976,3,18,4,8472
1976,3,19,5,8623
1976,3,20,6,7890
1976,3,21,7,7384
1976,3,22,1,8515
1976,3,23,2,8863
1976,3,24,3,8389
1976,3,25,4,8623
1976,3,26,5,8744
1976,3,27,6,7725
1976,3,28,7,7267
1976,3,29,1,8499
1976,3,30,2,8818
1976,3,31,3,8653
1976,4,1,4,8336
1976,4,2,5,8641
1976,4,3,6,7583
1976,4,4,7,7431
1976,4,5,1,8279
1976,4,6,2,8586
1976,4,7,3,8568
1976,4,8,4,8507
1976,4,9,5,8287
1976,4,10,6,7382
1976,4,11,7,7056
1976,4,12,1,8532
1976,4,13,2,8459
1976,4,14,3,8694
1976,4,15,4,8583
1976,4,16,5,8258
1976,4,17,6,7538
1976,4,18,7,7099
1976,4,19,1,8327
1976,4,20,2,9036
1976,4,21,3,8518
1976,4,22,4,8385
1976,4,23,5,8497
1976,4,24,6,7302
1976,4,25,7,6817
1976,4,26,1,8332
1976,4,27,2,8490
1976,4,28,3,8290
1976,4,29,4,8093
1976,4,30,5,8372
1976,5,1,6,7612
1976,5,2,7,7090
1976,5,3,1,8233
1976,5,4,2,8783
1976,5,5,3,8602
1976,5,6,4,8520
1976,5,7,5,8640
1976,5,8,6,7379
1976,5,9,7,6675
1976,5,10,1,8572
1976,5,11,2,8876
1976,5,12,3,8384
1976,5,13,4,8239
1976,5,14,5,8627
1976,5,15,6,7509
1976,5,16,7,7157
1976,5,17,1,8740
1976,5,18,2,8594
1976,5,19,3,8489
1976,5,20,4,8414
1976,5,21,5,8733
1976,5,22,6,7465
1976,5,23,7,7014
1976,5,24,1,8754
1976,5,25,2,8861
1976,5,26,3,8433
1976,5,27,4,8530
1976,5,28,5,8898
1976,5,29,6,7745
1976,5,30,7,7203
1976,5,31,1,7587
1976,6,1,2,8927
1976,6,2,3,8749
1976,6,3,4,8786
1976,6,4,5,8854
1976,6,5,6,7390
1976,6,6,7,7303
1976,6,7,1,8415
1976,6,8,2,9107
1976,6,9,3,8802
1976,6,10,4,8986
1976,6,11,5,9060
1976,6,12,6,7894
1976,6,13,7,7440
1976,6,14,1,8972
1976,6,15,2,9060
1976,6,16,3,8968
1976,6,17,4,8831
1976,6,18,5,8833
1976,6,19,6,7829
1976,6,20,7,7397
1976,6,21,1,8464
1976,6,22,2,9048
1976,6,23,3,8903
1976,6,24,4,9017
1976,6,25,5,9126
1976,6,26,6,7827
1976,6,27,7,7614
1976,6,28,1,9071
1976,6,29,2,9487
1976,6,30,3,9132
1976,7,1,4,9072
1976,7,2,5,9360
1976,7,3,6,7918
1976,7,4,7,7893
1976,7,5,1,7564
1976,7,6,2,9227
1976,7,7,3,9947
1976,7,8,4,9549
1976,7,9,5,9587
1976,7,10,6,8269
1976,7,11,7,7993
1976,7,12,1,9268
1976,7,13,2,9476
1976,7,14,3,9352
1976,7,15,4,9462
1976,7,16,5,9568
1976,7,17,6,8147
1976,7,18,7,7576
1976,7,19,1,9300
1976,7,20,2,9430
1976,7,21,3,9444
1976,7,22,4,9411
1976,7,23,5,9455
1976,7,24,6,8462
1976,7,25,7,7811
1976,7,26,1,9392
1976,7,27,2,9684
1976,7,28,3,9164
1976,7,29,4,9369
1976,7,30,5,9685
1976,7,31,6,8234
1976,8,1,7,7857
1976,8,2,1,9037
1976,8,3,2,9583
1976,8,4,3,9065
1976,8,5,4,9393
1976,8,6,5,9655
1976,8,7,6,8424
1976,8,8,7,8024
1976,8,9,1,9343
1976,8,10,2,9832
1976,8,11,3,9317
1976,8,12,4,9722
1976,8,13,5,9538
1976,8,14,6,8328
1976,8,15,7,7823
1976,8,16,1,9335
1976,8,17,2,9623
1976,8,18,3,9519
1976,8,19,4,9455
1976,8,20,5,9273
1976,8,21,6,8748
1976,8,22,7,8287
1976,8,23,1,9456
1976,8,24,2,9877
1976,8,25,3,9481
1976,8,26,4,9660
1976,8,27,5,9862
1976,8,28,6,8498
1976,8,29,7,7998
1976,8,30,1,9159
1976,8,31,2,9602
1976,9,1,3,9476
1976,9,2,4,9324
1976,9,3,5,9667
1976,9,4,6,8407
1976,9,5,7,7807
1976,9,6,1,8083
1976,9,7,2,9654
1976,9,8,3,10166
1976,9,9,4,9990
1976,9,10,5,9998
1976,9,11,6,8413
1976,9,12,7,8142
1976,9,13,1,9641
1976,9,14,2,10165
1976,9,15,3,9977
1976,9,16,4,9956
1976,9,17,5,9985
1976,9,18,6,8738
1976,9,19,7,8585
1976,9,20,1,10051
1976,9,21,2,10296
1976,9,22,3,9836
1976,9,23,4,9815
1976,9,24,5,10052
1976,9,25,6,8792
1976,9,26,7,8510
1976,9,27,1,10026
1976,9,28,2,10146
1976,9,29,3,9817
1976,9,30,4,9718
1976,10,1,5,9859
1976,10,2,6,8691
1976,10,3,7,8270
1976,10,4,1,9656
1976,10,5,2,9789
1976,10,6,3,9483
1976,10,7,4,9461
1976,10,8,5,9565
1976,10,9,6,8262
1976,10,10,7,8313
1976,10,11,1,9396
1976,10,12,2,9622
1976,10,13,3,9183
1976,10,14,4,9253
1976,10,15,5,9564
1976,10,16,6,8187
1976,10,17,7,7814
1976,10,18,1,9248
1976,10,19,2,9248
1976,10,20,3,9575
1976,10,21,4,9257
1976,10,22,5,9442
1976,10,23,6,8201
1976,10,24,7,7848
1976,10,25,1,9198
1976,10,26,2,9403
1976,10,27,3,9212
1976,10,28,4,8857
1976,10,29,5,9116
1976,10,30,6,7968
1976,10,31,7,8078
1976,11,1,1,9007
1976,11,2,2,9155
1976,11,3,3,9015
1976,11,4,4,9092
1976,11,5,5,9307
1976,11,6,6,7864
1976,11,7,7,7860
1976,11,8,1,9361
1976,11,9,2,9480
1976,11,10,3,9432
1976,11,11,4,9429
1976,11,12,5,9204
1976,11,13,6,7913
1976,11,14,7,7652
1976,11,15,1,9031
1976,11,16,2,9569
1976,11,17,3,9296
1976,11,18,4,9181
1976,11,19,5,9458
1976,11,20,6,7967
1976,11,21,7,7707
1976,11,22,1,9160
1976,11,23,2,9316
1976,11,24,3,9008
1976,11,25,4,7492
1976,11,26,5,8733
1976,11,27,6,7966
1976,11,28,7,7585
1976,11,29,1,9263
1976,11,30,2,9550
1976,12,1,3,9045
1976,12,2,4,8969
1976,12,3,5,9042
1976,12,4,6,7889
1976,12,5,7,7640
1976,12,6,1,9198
1976,12,7,2,9637
1976,12,8,3,9215
1976,12,9,4,9263
1976,12,10,5,9159
1976,12,11,6,7969
1976,12,12,7,7769
1976,12,13,1,9240
1976,12,14,2,9559
1976,12,15,3,9516
1976,12,16,4,9450
1976,12,17,5,9890
1976,12,18,6,7981
1976,12,19,7,7505
1976,12,20,1,9782
1976,12,21,2,9776
1976,12,22,3,8594
1976,12,23,4,8104
1976,12,24,5,7521
1976,12,25,6,7185
1976,12,26,7,7610
1976,12,27,1,9342
1976,12,28,2,10115
1976,12,29,3,10088
1976,12,30,4,9851
1976,12,31,5,8964
1977,1,1,6,7416
1977,1,2,7,7467
1977,1,3,1,8703
1977,1,4,2,9104
1977,1,5,3,8984
1977,1,6,4,8971
1977,1,7,5,9212
1977,1,8,6,8013
1977,1,9,7,7561
1977,1,10,1,9142
1977,1,11,2,9180
1977,1,12,3,9257
1977,1,13,4,9450
1977,1,14,5,9317
1977,1,15,6,8043
1977,1,16,7,7666
1977,1,17,1,9396
1977,1,18,2,9628
1977,1,19,3,9173
1977,1,20,4,9229
1977,1,21,5,9391
1977,1,22,6,8168
1977,1,23,7,7620
1977,1,24,1,9246
1977,1,25,2,9575
1977,1,26,3,9270
1977,1,27,4,9339
1977,1,28,5,9422
1977,1,29,6,8041
1977,1,30,7,7769
1977,1,31,1,9251
1977,2,1,2,9486
1977,2,2,3,9033
1977,2,3,4,9244
1977,2,4,5,9420
1977,2,5,6,8177
1977,2,6,7,7693
1977,2,7,1,9122
1977,2,8,2,9095
1977,2,9,3,9268
1977,2,10,4,9536
1977,2,11,5,9471
1977,2,12,6,8492
1977,2,13,7,8085
1977,2,14,1,9833
1977,2,15,2,9715
1977,2,16,3,9419
1977,2,17,4,9565
1977,2,18,5,9496
1977,2,19,6,8175
1977,2,20,7,8010
1977,2,21,1,9112
1977,2,22,2,9827
1977,2,23,3,9629
1977,2,24,4,9450
1977,2,25,5,9648
1977,2,26,6,8525
1977,2,27,7,7904
1977,2,28,1,9361
1977,3,1,2,9835
1977,3,2,3,9447
1977,3,3,4,9543
1977,3,4,5,9777
1977,3,5,6,8352
1977,3,6,7,7784
1977,3,7,1,9359
1977,3,8,2,10033
1977,3,9,3,9356
1977,3,10,4,9356
1977,3,11,5,9497
1977,3,12,6,8266
1977,3,13,7,7938
1977,3,14,1,9378
1977,3,15,2,9684
1977,3,16,3,9467
1977,3,17,4,9312
1977,3,18,5,9260
1977,3,19,6,8170
1977,3,20,7,7836
1977,3,21,1,9082
1977,3,22,2,9534
1977,3,23,3,9172
1977,3,24,4,9255
1977,3,25,5,9345
1977,3,26,6,7959
1977,3,27,7,7769
1977,3,28,1,9297
1977,3,29,2,9649
1977,3,30,3,9410
1977,3,31,4,9445
1977,4,1,5,8997
1977,4,2,6,8058
1977,4,3,7,7956
1977,4,4,1,9286
1977,4,5,2,9506
1977,4,6,3,9129
1977,4,7,4,9148
1977,4,8,5,8991
1977,4,9,6,7734
1977,4,10,7,7376
1977,4,11,1,8971
1977,4,12,2,9676
1977,4,13,3,9216
1977,4,14,4,9101
1977,4,15,5,9299
1977,4,16,6,8039
1977,4,17,7,7593
1977,4,18,1,9357
1977,4,19,2,9691
1977,4,20,3,9267
1977,4,21,4,9144
1977,4,22,5,9158
1977,4,23,6,7919
1977,4,24,7,7202
1977,4,25,1,9011
1977,4,26,2,9432
1977,4,27,3,8823
1977,4,28,4,8984
1977,4,29,5,8931
1977,4,30,6,7866
1977,5,1,7,7634
1977,5,2,1,9385
1977,5,3,2,9444
1977,5,4,3,9397
1977,5,5,4,9386
1977,5,6,5,9535
1977,5,7,6,8082
1977,5,8,7,7643
1977,5,9,1,8849
1977,5,10,2,9404
1977,5,11,3,8892
1977,5,12,4,9210
1977,5,13,5,9314
1977,5,14,6,8108
1977,5,15,7,7521
1977,5,16,1,9489
1977,5,17,2,9642
1977,5,18,3,9413
1977,5,19,4,9243
1977,5,20,5,9454
1977,5,21,6,7894
1977,5,22,7,7731
1977,5,23,1,9421
1977,5,24,2,9603
1977,5,25,3,9528
1977,5,26,4,9368
1977,5,27,5,9609
1977,5,28,6,8084
1977,5,29,7,7744
1977,5,30,1,7745
1977,5,31,2,9397
1977,6,1,3,9668
1977,6,2,4,9344
1977,6,3,5,9425
1977,6,4,6,8049
1977,6,5,7,7889
1977,6,6,1,9274
1977,6,7,2,9547
1977,6,8,3,9205
1977,6,9,4,9393
1977,6,10,5,9237
1977,6,11,6,8020
1977,6,12,7,7613
1977,6,13,1,9329
1977,6,14,2,9629
1977,6,15,3,9539
1977,6,16,4,9736
1977,6,17,5,9746
1977,6,18,6,8227
1977,6,19,7,7795
1977,6,20,1,9528
1977,6,21,2,9668
1977,6,22,3,9423
1977,6,23,4,9489
1977,6,24,5,9612
1977,6,25,6,8338
1977,6,26,7,8038
1977,6,27,1,9657
1977,6,28,2,9994
1977,6,29,3,9735
1977,6,30,4,9612
1977,7,1,5,9746
1977,7,2,6,8311
1977,7,3,7,7861
1977,7,4,1,8171
1977,7,5,2,9648
1977,7,6,3,10533
1977,7,7,4,10424
1977,7,8,5,10234
1977,7,9,6,8793
1977,7,10,7,7983
1977,7,11,1,9590
1977,7,12,2,9997
1977,7,13,3,9920
1977,7,14,4,10054
1977,7,15,5,10176
1977,7,16,6,8667
1977,7,17,7,8058
1977,7,18,1,9781
1977,7,19,2,10173
1977,7,20,3,10132
1977,7,21,4,9878
1977,7,22,5,10180
1977,7,23,6,8488
1977,7,24,7,8186
1977,7,25,1,9771
1977,7,26,2,10128
1977,7,27,3,9688
1977,7,28,4,9826
1977,7,29,5,10084
1977,7,30,6,8817
1977,7,31,7,8223
1977,8,1,1,9810
1977,8,2,2,10281
1977,8,3,3,9890
1977,8,4,4,9820
1977,8,5,5,10300
1977,8,6,6,8808
1977,8,7,7,8401
1977,8,8,1,9955
1977,8,9,2,10272
1977,8,10,3,10212
1977,8,11,4,9760
1977,8,12,5,10099
1977,8,13,6,8669
1977,8,14,7,8245
1977,8,15,1,9852
1977,8,16,2,10359
1977,8,17,3,9908
1977,8,18,4,9856
1977,8,19,5,10003
1977,8,20,6,8531
1977,8,21,7,8369
1977,8,22,1,9978
1977,8,23,2,10413
1977,8,24,3,10118
1977,8,25,4,10022
1977,8,26,5,9927
1977,8,27,6,8821
1977,8,28,7,8564
1977,8,29,1,9876
1977,8,30,2,10418
1977,8,31,3,10153
1977,9,1,4,9952
1977,9,2,5,10187
1977,9,3,6,8633
1977,9,4,7,8148
1977,9,5,1,8338
1977,9,6,2,10095
1977,9,7,3,10330
1977,9,8,4,10120
1977,9,9,5,10294
1977,9,10,6,8771
1977,9,11,7,8380
1977,9,12,1,9998
1977,9,13,2,10177
1977,9,14,3,10223
1977,9,15,4,10161
1977,9,16,5,10490
1977,9,17,6,9161
1977,9,18,7,8728
1977,9,19,1,10278
1977,9,20,2,10647
1977,9,21,3,10392
1977,9,22,4,10040
1977,9,23,5,10328
1977,9,24,6,9003
1977,9,25,7,8617
1977,9,26,1,10379
1977,9,27,2,10528
1977,9,28,3,10100
1977,9,29,4,10080
1977,9,30,5,10346
1977,10,1,6,9034
1977,10,2,7,8617
1977,10,3,1,10010
1977,10,4,2,10176
1977,10,5,3,9804
1977,10,6,4,9826
1977,10,7,5,9972
1977,10,8,6,8560
1977,10,9,7,8320
1977,10,10,1,9646
1977,10,11,2,9929
1977,10,12,3,9643
1977,10,13,4,9592
1977,10,14,5,9625
1977,10,15,6,8388
1977,10,16,7,8243
1977,10,17,1,9504
1977,10,18,2,9678
1977,10,19,3,9650
1977,10,20,4,9586
1977,10,21,5,9681
1977,10,22,6,8276
1977,10,23,7,7823
1977,10,24,1,9232
1977,10,25,2,9785
1977,10,26,3,9567
1977,10,27,4,9431
1977,10,28,5,9397
1977,10,29,6,8183
1977,10,30,7,8079
1977,10,31,1,9037
1977,11,1,2,9603
1977,11,2,3,9131
1977,11,3,4,9412
1977,11,4,5,9585
1977,11,5,6,8238
1977,11,6,7,7842
1977,11,7,1,9438
1977,11,8,2,9775
1977,11,9,3,9282
1977,11,10,4,9418
1977,11,11,5,9245
1977,11,12,6,8004
1977,11,13,7,7895
1977,11,14,1,9230
1977,11,15,2,9756
1977,11,16,3,9419
1977,11,17,4,9518
1977,11,18,5,9548
1977,11,19,6,8172
1977,11,20,7,7686
1977,11,21,1,9570
1977,11,22,2,9576
1977,11,23,3,9377
1977,11,24,4,7708
1977,11,25,5,8772
1977,11,26,6,8009
1977,11,27,7,7727
1977,11,28,1,9490
1977,11,29,2,9619
1977,11,30,3,9371
1977,12,1,4,9210
1977,12,2,5,9246
1977,12,3,6,7942
1977,12,4,7,7609
1977,12,5,1,9358
1977,12,6,2,9505
1977,12,7,3,9075
1977,12,8,4,9261
1977,12,9,5,9230
1977,12,10,6,7964
1977,12,11,7,7503
1977,12,12,1,9264
1977,12,13,2,9533
1977,12,14,3,9224
1977,12,15,4,9430
1977,12,16,5,9586
1977,12,17,6,8173
1977,12,18,7,7583
1977,12,19,1,9908
1977,12,20,2,9899
1977,12,21,3,9267
1977,12,22,4,8519
1977,12,23,5,8049
1977,12,24,6,7354
1977,12,25,7,7404
1977,12,26,1,7512
1977,12,27,2,9189
1977,12,28,3,9733
1977,12,29,4,9734
1977,12,30,5,9806
1977,12,31,6,7982
1978,1,1,7,7716
1978,1,2,1,7543
1978,1,3,2,8833
1978,1,4,3,8870
1978,1,5,4,9053
1978,1,6,5,9224
1978,1,7,6,8091
1978,1,8,7,7622
1978,1,9,1,9187
1978,1,10,2,9095
1978,1,11,3,9220
1978,1,12,4,9276
1978,1,13,5,9154
1978,1,14,6,8314
1978,1,15,7,7783
1978,1,16,1,9472
1978,1,17,2,9347
1978,1,18,3,9134
1978,1,19,4,9240
1978,1,20,5,9316
1978,1,21,6,7963
1978,1,22,7,7573
1978,1,23,1,9263
1978,1,24,2,9426
1978,1,25,3,9103
1978,1,26,4,9397
1978,1,27,5,8992
1978,1,28,6,7959
1978,1,29,7,7537
1978,1,30,1,9194
1978,1,31,2,9165
1978,2,1,3,9171
1978,2,2,4,9237
1978,2,3,5,9184
1978,2,4,6,8079
1978,2,5,7,7820
1978,2,6,1,9236
1978,2,7,2,9348
1978,2,8,3,9154
1978,2,9,4,9262
1978,2,10,5,9534
1978,2,11,6,8155
1978,2,12,7,7965
1978,2,13,1,8975
1978,2,14,2,9864
1978,2,15,3,9296
1978,2,16,4,9115
1978,2,17,5,9251
1978,2,18,6,8183
1978,2,19,7,7708
1978,2,20,1,9036
1978,2,21,2,9266
1978,2,22,3,9353
1978,2,23,4,9283
1978,2,24,5,9566
1978,2,25,6,8331
1978,2,26,7,7895
1978,2,27,1,9272
1978,2,28,2,9717
1978,3,1,3,9144
1978,3,2,4,9320
1978,3,3,5,9445
1978,3,4,6,8030
1978,3,5,7,7811
1978,3,6,1,9302
1978,3,7,2,9585
1978,3,8,3,9221
1978,3,9,4,9231
1978,3,10,5,9597
1978,3,11,6,8157
1978,3,12,7,7884
1978,3,13,1,9036
1978,3,14,2,9537
1978,3,15,3,9299
1978,3,16,4,9337
1978,3,17,5,9488
1978,3,18,6,7972
1978,3,19,7,7741
1978,3,20,1,9145
1978,3,21,2,9679
1978,3,22,3,9321
1978,3,23,4,9169
1978,3,24,5,9164
1978,3,25,6,7887
1978,3,26,7,7595
1978,3,27,1,9113
1978,3,28,2,9303
1978,3,29,3,9206
1978,3,30,4,8917
1978,3,31,5,9330
1978,4,1,6,8081
1978,4,2,7,7699
1978,4,3,1,9127
1978,4,4,2,9450
1978,4,5,3,8860
1978,4,6,4,8981
1978,4,7,5,9087
1978,4,8,6,7903
1978,4,9,7,7463
1978,4,10,1,8881
1978,4,11,2,9034
1978,4,12,3,8619
1978,4,13,4,8734
1978,4,14,5,9028
1978,4,15,6,7533
1978,4,16,7,7201
1978,4,17,1,8713
1978,4,18,2,9215
1978,4,19,3,8728
1978,4,20,4,8594
1978,4,21,5,8902
1978,4,22,6,7797
1978,4,23,7,7315
1978,4,24,1,9031
1978,4,25,2,9092
1978,4,26,3,9027
1978,4,27,4,8859
1978,4,28,5,9055
1978,4,29,6,7764
1978,4,30,7,7152
1978,5,1,1,8907
1978,5,2,2,9426
1978,5,3,3,9063
1978,5,4,4,8680
1978,5,5,5,9106
1978,5,6,6,7730
1978,5,7,7,7398
1978,5,8,1,8996
1978,5,9,2,9317
1978,5,10,3,9288
1978,5,11,4,8914
1978,5,12,5,8981
1978,5,13,6,7767
1978,5,14,7,7390
1978,5,15,1,9212
1978,5,16,2,9212
1978,5,17,3,8927
1978,5,18,4,9060
1978,5,19,5,9018
1978,5,20,6,8078
1978,5,21,7,7580
1978,5,22,1,9102
1978,5,23,2,9221
1978,5,24,3,9208
1978,5,25,4,9193
1978,5,26,5,9532
1978,5,27,6,8021
1978,5,28,7,7797
1978,5,29,1,7793
1978,5,30,2,9637
1978,5,31,3,9613
1978,6,1,4,9450
1978,6,2,5,9313
1978,6,3,6,7982
1978,6,4,7,7408
1978,6,5,1,9136
1978,6,6,2,9613
1978,6,7,3,9348
1978,6,8,4,9090
1978,6,9,5,9374
1978,6,10,6,8048
1978,6,11,7,7584
1978,6,12,1,9208
1978,6,13,2,9269
1978,6,14,3,9234
1978,6,15,4,9183
1978,6,16,5,9362
1978,6,17,6,8244
1978,6,18,7,7794
1978,6,19,1,9553
1978,6,20,2,9683
1978,6,21,3,9278
1978,6,22,4,9411
1978,6,23,5,9601
1978,6,24,6,8132
1978,6,25,7,8102
1978,6,26,1,9353
1978,6,27,2,9858
1978,6,28,3,9709
1978,6,29,4,9641
1978,6,30,5,10098
1978,7,1,6,8218
1978,7,2,7,7991
1978,7,3,1,9294
1978,7,4,2,8448
1978,7,5,3,9689
1978,7,6,4,10204
1978,7,7,5,10255
1978,7,8,6,8791
1978,7,9,7,8112
1978,7,10,1,9887
1978,7,11,2,9868
1978,7,12,3,9716
1978,7,13,4,9995
1978,7,14,5,10449
1978,7,15,6,8870
1978,7,16,7,8426
1978,7,17,1,10037
1978,7,18,2,10376
1978,7,19,3,10025
1978,7,20,4,10401
1978,7,21,5,10342
1978,7,22,6,9082
1978,7,23,7,8577
1978,7,24,1,9977
1978,7,25,2,10361
