obs,town,town_id,tract,lon,lat,medv,cmedv,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat
352,Marshfield,71,5061,-70.830000,42.077500,24.1,24.1,0.07950,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
353,Marshfield,71,5062,-70.810000,42.059000,18.6,18.6,0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
354,Duxbury,72,5071,-70.830000,42.048500,30.1,30.1,0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.50
355,Pembroke,73,5081,-70.853000,42.052000,18.2,18.2,0.04301,80.0,1.91,0,0.413,5.663,21.9,10.5857,4,334,22.0,382.80,8.05
356,Pembroke,73,5082,-70.852500,42.030000,20.6,20.6,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57
357,Boston Allston-Brighton,74,1,-71.083000,42.217200,17.8,17.8,8.98296,0.0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.60
358,Boston Allston-Brighton,74,2,-71.095000,42.212000,21.7,21.7,3.84970,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27
359,Boston Allston-Brighton,74,3,-71.100700,42.210000,22.7,22.7,5.20177,0.0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48
360,Boston Allston-Brighton,74,4,-71.093000,42.207000,22.6,22.6,4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67
361,Boston Allston-Brighton,74,5,-71.090500,42.203300,25.0,25.0,4.54192,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79
362,Boston Allston-Brighton,74,6,-71.086500,42.210000,19.9,19.9,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19
363,Boston Allston-Brighton,74,7,-71.081000,42.208000,20.8,20.8,3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19
364,Boston Allston-Brighton,74,8,-71.086500,42.215000,16.8,16.8,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64
365,Boston Back Bay,75,101,-71.059000,42.209800,21.9,21.9,3.47428,0.0,18.1,1,0.718,8.780,82.9,1.9047,24,666,20.2,354.55,5.29
366,Boston Back Bay,75,102,-71.059500,42.207500,27.5,27.5,4.55587,0.0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2,354.70,7.12
367,Boston Back Bay,75,104,-71.054000,42.205200,21.9,21.9,3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14.00
368,Boston Back Bay,75,105,-71.050800,42.207000,23.1,23.1,13.52220,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666,20.2,131.42,13.33
369,Boston Back Bay,75,107,-71.048000,42.210500,50.0,50.0,4.89822,0.0,18.1,0,0.631,4.970,100.0,1.3325,24,666,20.2,375.52,3.26
370,Boston Back Bay,75,108,-71.049700,42.212500,50.0,50.0,5.66998,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73
371,Boston Beacon Hill,76,201,-71.042200,42.214400,50.0,50.0,6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96
372,Boston Beacon Hill,76,202,-71.041700,42.216000,50.0,50.0,9.23230,0.0,18.1,0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53
373,Boston Beacon Hill,76,203,-71.039700,42.218200,50.0,50.0,8.26725,0.0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88
374,Boston North End,77,301,-71.033900,42.220700,13.8,13.8,11.10810,0.0,18.1,0,0.668,4.906,100.0,1.1742,24,666,20.2,396.90,34.77
375,Boston North End,77,302,-71.034600,42.218700,13.8,13.8,18.49820,0.0,18.1,0,0.668,4.138,100.0,1.1370,24,666,20.2,396.90,37.97
376,Boston Charlestown,78,401,-71.036700,42.224000,15.0,15.0,19.60910,0.0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,396.90,13.44
377,Boston Charlestown,78,402,-71.034000,42.226000,13.9,13.9,15.28800,0.0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,23.24
378,Boston Charlestown,78,403,-71.038000,42.226500,13.3,13.3,9.82349,0.0,18.1,0,0.671,6.794,98.8,1.3580,24,666,20.2,396.90,21.24
379,Boston Charlestown,78,404,-71.040000,42.224800,13.1,13.1,23.64820,0.0,18.1,0,0.671,6.380,96.2,1.3861,24,666,20.2,396.90,23.69
380,Boston Charlestown,78,405,-71.040000,42.227500,10.2,10.2,17.86670,0.0,18.1,0,0.671,6.223,100.0,1.3861,24,666,20.2,393.74,21.78
381,Boston Charlestown,78,406,-71.046000,42.230000,10.4,10.4,88.97620,0.0,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2,396.90,17.21
382,Boston East Boston,79,407,-71.041000,42.229000,10.9,10.9,15.87440,0.0,18.1,0,0.671,6.545,99.1,1.5192,24,666,20.2,396.90,21.08
383,Boston East Boston,79,501,-71.023000,42.228700,11.3,11.3,9.18702,0.0,18.1,0,0.7,5.536,100.0,1.5804,24,666,20.2,396.90,23.60
384,Boston East Boston,79,502,-71.021500,42.227000,12.3,12.3,7.99248,0.0,18.1,0,0.7,5.520,100.0,1.5331,24,666,20.2,396.90,24.56
385,Boston East Boston,79,503,-71.024500,42.223500,8.8,8.8,20.08490,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63
386,Boston East Boston,79,504,-71.023500,42.221300,7.2,7.2,16.81180,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.90,30.81
387,Boston East Boston,79,506,-71.022800,42.223100,10.5,10.5,24.39380,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,396.90,28.28
388,Boston East Boston,79,507,-71.021500,42.224800,7.4,7.4,22.59710,0.0,18.1,0,0.7,5.000,89.5,1.5184,24,666,20.2,396.90,31.99
389,Boston East Boston,79,508,-71.019500,42.225500,10.2,10.2,14.33370,0.0,18.1,0,0.7,4.880,100.0,1.5895,24,666,20.2,372.92,30.62
390,Boston East Boston,79,509,-71.016800,42.228100,11.5,11.5,8.15174,0.0,18.1,0,0.7,5.390,98.9,1.7281,24,666,20.2,396.90,20.85
391,Boston East Boston,79,510,-71.010900,42.230000,15.1,15.1,6.96215,0.0,18.1,0,0.7,5.713,97.0,1.9265,24,666,20.2,394.43,17.11
392,Boston East Boston,79,511,-71.003500,42.233000,23.2,23.2,5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76
393,Boston East Boston,79,512,-71.020000,42.220500,9.7,9.7,11.57790,0.0,18.1,0,0.7,5.036,97.0,1.7700,24,666,20.2,396.90,25.68
394,Boston South Boston,80,601,-71.016700,42.201000,13.8,13.8,8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.90,15.17
395,Boston South Boston,80,602,-71.020000,42.199300,12.7,12.7,13.35980,0.0,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2,396.90,16.35
396,Boston South Boston,80,603,-71.022000,42.199600,13.1,13.1,8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12
397,Boston South Boston,80,604,-71.026000,42.199300,12.5,12.5,5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,396.90,19.37
398,Boston South Boston,80,605,-71.025000,42.202400,8.5,8.5,7.67202,0.0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2,393.10,19.92
399,Boston South Boston,80,606,-71.023000,42.209000,5.0,5.0,38.35180,0.0,18.1,0,0.693,5.453,100.0,1.4896,24,666,20.2,396.90,30.59
400,Boston South Boston,80,607,-71.033000,42.203200,6.3,6.3,9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97
401,Boston South Boston,80,608,-71.032600,42.201100,5.6,5.6,25.04610,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,20.2,396.90,26.77
402,Boston South Boston,80,609,-71.030000,42.201500,7.2,7.2,14.23620,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666,20.2,396.90,20.32
403,Boston South Boston,80,610,-71.030000,42.198800,12.1,12.1,9.59571,0.0,18.1,0,0.693,6.404,100.0,1.6390,24,666,20.2,376.11,20.31
404,Boston South Boston,80,612,-71.033200,42.198000,8.3,8.3,24.80170,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666,20.2,396.90,19.77
405,Boston South Boston,80,613,-71.034500,42.200100,8.5,8.5,41.52920,0.0,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38
406,Boston South Boston,80,614,-71.032000,42.205700,5.0,5.0,67.92080,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,20.2,384.97,22.98
407,Boston Downtown,81,702,-71.039000,42.219800,11.9,11.9,20.71620,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34
408,Boston Downtown,81,703,-71.042700,42.209000,27.9,27.9,11.95110,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,12.13
409,Boston Downtown,81,705,-71.043700,42.205000,17.2,17.2,7.40389,0.0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.40
410,Boston Downtown,81,706,-71.045500,42.206000,27.5,27.5,14.43830,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78
411,Boston Downtown,81,707,-71.046200,42.207500,15.0,15.0,51.13580,0.0,18.1,0,0.597,5.757,100.0,1.4130,24,666,20.2,2.60,10.11
412,Boston Downtown,81,708,-71.048700,42.204800,17.2,17.2,14.05070,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666,20.2,35.05,21.22
413,Boston Downtown,81,709,-71.047000,42.203000,17.9,17.9,18.81100,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,20.2,28.79,34.37
414,Boston Downtown,81,710,-71.045100,42.201500,16.3,16.3,28.65580,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666,20.2,210.97,20.08
415,Boston Roxbury,82,801,-71.042000,42.198500,7.0,7.0,45.74610,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666,20.2,88.27,36.98
416,Boston Roxbury,82,802,-71.045500,42.195300,7.2,7.2,18.08460,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,20.2,27.25,29.05
417,Boston Roxbury,82,803,-71.047700,42.196500,7.5,7.5,10.83420,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79
418,Boston Roxbury,82,805,-71.049800,42.200700,10.4,10.4,25.94060,0.0,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64
419,Boston Roxbury,82,807,-71.052500,42.198900,8.8,8.8,73.53410,0.0,18.1,0,0.679,5.957,100.0,1.8026,24,666,20.2,16.45,20.62
420,Boston Roxbury,82,808,-71.058600,42.199900,8.4,8.4,11.81230,0.0,18.1,0,0.718,6.824,76.5,1.7940,24,666,20.2,48.45,22.74
421,Boston Roxbury,82,809,-71.061800,42.199000,16.7,16.7,11.08740,0.0,18.1,0,0.718,6.411,100.0,1.8589,24,666,20.2,318.75,15.02
422,Boston Roxbury,82,810,-71.065000,42.201800,14.2,14.2,7.02259,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.70
423,Boston Roxbury,82,811,-71.066500,42.197000,20.8,20.8,12.04820,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.10
424,Boston Roxbury,82,812,-71.061900,42.194800,13.4,13.4,7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29
425,Boston Roxbury,82,813,-71.059000,42.192000,11.7,11.7,8.79212,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16
426,Boston Roxbury,82,814,-71.057700,42.196700,8.3,8.3,15.86030,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39
427,Boston Roxbury,82,815,-71.055800,42.193700,10.2,10.2,12.24720,0.0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69
428,Boston Roxbury,82,816,-71.054200,42.196100,10.9,10.9,37.66190,0.0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52
429,Boston Roxbury,82,817,-71.052100,42.194000,11.0,11.0,7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52
430,Boston Roxbury,82,818,-71.048500,42.192000,9.5,9.5,9.33889,0.0,18.1,0,0.679,6.380,95.6,1.9682,24,666,20.2,60.72,24.08
431,Boston Roxbury,82,819,-71.054700,42.189000,14.5,14.5,8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64
432,Boston Roxbury,82,820,-71.050500,42.188000,14.1,14.1,10.06230,0.0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69
433,Boston Roxbury,82,821,-71.052000,42.185400,16.1,16.1,6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03
434,Boston Savin Hill,83,901,-71.049500,42.181500,14.3,14.3,5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22
435,Boston Savin Hill,83,902,-71.047500,42.184200,11.7,11.7,13.91340,0.0,18.1,0,0.713,6.208,95.0,2.2222,24,666,20.2,100.63,15.17
436,Boston Savin Hill,83,903,-71.046000,42.186700,13.4,13.4,11.16040,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27
437,Boston Savin Hill,83,904,-71.045500,42.189300,9.6,9.6,14.42080,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05
438,Boston Savin Hill,83,905,-71.044500,42.191700,8.7,8.2,15.17720,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45
439,Boston Savin Hill,83,906,-71.044500,42.193800,8.4,8.4,13.67810,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02
440,Boston Savin Hill,83,907,-71.037000,42.194000,12.8,12.8,9.39063,0.0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2,396.90,22.88
441,Boston Savin Hill,83,908,-71.032100,42.192500,10.5,10.5,22.05110,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11
442,Boston Savin Hill,83,910,-71.034500,42.185000,17.1,17.1,9.72418,0.0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,19.52
443,Boston Savin Hill,83,911,-71.034000,42.189000,18.4,14.8,5.66637,0.0,18.1,0,0.74,6.219,100.0,2.0048,24,666,20.2,395.69,16.59
444,Boston Savin Hill,83,912,-71.037800,42.189200,15.4,15.4,9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666,20.2,386.73,18.85
445,Boston Savin Hill,83,913,-71.040500,42.192000,10.8,10.8,12.80230,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79
446,Boston Savin Hill,83,914,-71.042500,42.189000,11.8,11.8,10.67180,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98
447,Boston Savin Hill,83,915,-71.039000,42.186800,14.9,14.9,6.28807,0.0,18.1,0,0.74,6.341,96.4,2.0720,24,666,20.2,318.01,17.79
448,Boston Savin Hill,83,916,-71.037000,42.184000,12.6,12.6,9.92485,0.0,18.1,0,0.74,6.251,96.6,2.1980,24,666,20.2,388.52,16.44
449,Boston Savin Hill,83,917,-71.040000,42.182000,14.1,14.1,9.32909,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.90,18.13
450,Boston Savin Hill,83,918,-71.042800,42.184500,13.0,13.0,7.52601,0.0,18.1,0,0.713,6.417,98.3,2.1850,24,666,20.2,304.21,19.31
451,Boston Savin Hill,83,919,-71.046000,42.181000,13.4,13.4,6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44
452,Boston Savin Hill,83,920,-71.041000,42.179500,15.2,15.2,5.44114,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73
453,Boston Savin Hill,83,921,-71.034000,42.179000,16.1,16.1,5.09017,0.0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27
454,Boston Savin Hill,83,922,-71.040000,42.177000,17.8,17.8,8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74
455,Boston Savin Hill,83,923,-71.045500,42.176800,14.9,14.4,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71
456,Boston Savin Hill,83,924,-71.051000,42.178000,14.1,14.1,4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13
457,Boston Dorchester,84,1001,-71.051700,42.173500,12.7,12.7,4.66883,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01
458,Boston Dorchester,84,1002,-71.051500,42.170000,13.5,13.5,8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.50,16.94
459,Boston Dorchester,84,1003,-71.047500,42.169000,14.9,14.9,7.75223,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23
460,Boston Dorchester,84,1004,-71.043000,42.169000,20.0,20.0,6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.90,14.70
461,Boston Dorchester,84,1005,-71.043000,42.172800,16.4,16.4,4.81213,0.0,18.1,0,0.713,6.701,90.0,2.5975,24,666,20.2,255.23,16.42
462,Boston Dorchester,84,1006,-71.035000,42.174500,17.7,17.7,3.69311,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65
463,Boston Dorchester,84,1007,-71.031000,42.169500,19.5,19.5,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,396.90,13.99
464,Boston Dorchester,84,1008,-71.035800,42.167500,20.2,20.2,5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29
465,Boston Dorchester,84,1009,-71.045000,42.164000,21.4,21.4,7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.90,13.22
466,Boston Dorchester,84,1010,-71.055000,42.165000,19.9,19.9,3.16360,0.0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.40,14.13
467,Boston Dorchester,84,1011,-71.055000,42.168500,19.0,19.0,3.77498,0.0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15
468,Boston Mattapan,85,1101,-71.066000,42.178000,19.1,19.1,4.42228,0.0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32
469,Boston Mattapan,85,1102,-71.070000,42.168000,19.1,19.1,15.57570,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,20.2,368.74,18.13
470,Boston Mattapan,85,1103,-71.069000,42.172500,20.1,20.1,13.07510,0.0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.90,14.76
471,Boston Mattapan,85,1104,-71.074000,42.168000,19.9,19.9,4.34879,0.0,18.1,0,0.58,6.167,84.0,3.0334,24,666,20.2,396.90,16.29
472,Boston Mattapan,85,1105,-71.082500,42.169800,19.6,19.6,4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87
473,Boston Mattapan,85,1106,-71.083300,42.175000,23.2,23.2,3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36
474,Boston Forest Hills,86,1201,-71.073200,42.184000,29.8,29.8,4.64689,0.0,18.1,0,0.614,6.980,67.6,2.5329,24,666,20.2,374.68,11.66
475,Boston Forest Hills,86,1202,-71.055000,42.183000,13.8,13.8,8.05579,0.0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14
476,Boston Forest Hills,86,1203,-71.051100,42.187900,13.3,13.3,6.39312,0.0,18.1,0,0.584,6.162,97.4,2.2060,24,666,20.2,302.76,24.10
477,Boston Forest Hills,86,1204,-71.056500,42.188000,16.7,16.7,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68
478,Boston Forest Hills,86,1205,-71.052800,42.192000,12.0,12.0,15.02340,0.0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91
479,Boston Forest Hills,86,1206,-71.055800,42.191300,14.6,14.6,10.23300,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.70,18.03
480,Boston Forest Hills,86,1207,-71.067000,42.194500,21.4,21.4,14.33370,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,383.32,13.11
481,Boston West Roxbury,87,1301,-71.100800,42.174000,23.0,23.0,5.82401,0.0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.90,10.74
482,Boston West Roxbury,87,1302,-71.095000,42.173000,23.7,23.7,5.70818,0.0,18.1,0,0.532,6.750,74.9,3.3317,24,666,20.2,393.07,7.74
483,Boston West Roxbury,87,1303,-71.090000,42.166500,25.0,25.0,5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666,20.2,395.28,7.01
484,Boston West Roxbury,87,1304,-71.097500,42.160800,21.8,21.8,2.81838,0.0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42
485,Boston Hyde Park,88,1401,-71.080400,42.154000,20.6,20.6,2.37857,0.0,18.1,0,0.583,5.871,41.9,3.7240,24,666,20.2,370.73,13.34
486,Boston Hyde Park,88,1402,-71.075000,42.145500,21.2,21.2,3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58
487,Boston Hyde Park,88,1403,-71.071500,42.155000,19.1,19.1,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98
488,Boston Hyde Park,88,1404,-71.065000,42.161000,20.6,20.6,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45
489,Chelsea,89,1601,-71.018900,42.234400,15.2,15.2,0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
490,Chelsea,89,1602,-71.022800,42.233500,7.0,7.0,0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
491,Chelsea,89,1604,-71.024500,42.236800,8.1,8.1,0.20746,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711,20.1,318.43,29.68
492,Chelsea,89,1605,-71.016000,42.238200,13.6,13.6,0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
493,Chelsea,89,1606,-71.029700,42.244700,20.1,20.1,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.90,13.35
494,Revere,90,1701,-71.012500,42.246200,21.8,21.8,0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6,391,19.2,396.90,12.01
495,Revere,90,1702,-71.012500,42.250000,24.5,24.5,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.90,13.59
496,Revere,90,1703,-71.010500,42.254700,23.1,23.1,0.17899,0.0,9.69,0,0.585,5.670,28.8,2.7986,6,391,19.2,393.29,17.60
497,Revere,90,1704,-71.001000,42.252500,19.7,19.7,0.28960,0.0,9.69,0,0.585,5.390,72.9,2.7986,6,391,19.2,396.90,21.14
498,Revere,90,1705,-70.994700,42.249600,18.3,18.3,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.90,14.10
499,Revere,90,1706,-71.005000,42.245500,21.2,21.2,0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.90,12.92
500,Revere,90,1707,-70.998500,42.243000,17.5,17.5,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.10
501,Revere,90,1708,-70.992000,42.238000,16.8,16.8,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.90,14.33
502,Winthrop,91,1801,-70.986000,42.231200,22.4,22.4,0.06263,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,9.67
503,Winthrop,91,1802,-70.991000,42.227500,20.6,20.6,0.04527,0.0,11.93,0,0.573,6.120,76.7,2.2875,1,273,21.0,396.90,9.08
504,Winthrop,91,1803,-70.994800,42.226000,23.9,23.9,0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273,21.0,396.90,5.64
505,Winthrop,91,1804,-70.987500,42.224000,22.0,22.0,0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48
506,Winthrop,91,1805,-70.982500,42.221000,11.9,19.0,0.04741,0.0,11.93,0,0.573,6.030,80.8,2.5050,1,273,21.0,396.90,7.88
